Section,Block,Isolate_number,Isolate,Collection,24 horas,30 horas,36 horas,42 horas,48 horas,AUMPD
1,1,1,975A,first,5.075,6.601,8.917,11.483,16.19,286.701
1,5,1,975A,first,6.341,10.002,14.77,16.523,24.593,416.664
1,7,1,975A,first,3.165,5.363,6.18,8.515,12.107,204.144
1,9,1,975A,first,6.279,7.902,9.45,12.886,16.075,323.838
1,11,1,975A,first,5.147,8.003,11.643,15.082,19.935,345.378
1,14,1,975A,first,6.546,12.109,14.111,20.902,28.888,467.586
1,18,1,975A,first,6.228,9.801,14.193,19.163,23.193,421.941
1,19,1,975A,first,5.314,7.602,10.652,14.971,22.702,347.166
1,21,1,975A,first,5.581,9.15,13.832,19.85,23.939,412.524
1,25,1,975A,first,3.815,6.282,8.537,16.086,20.096,302.943
1,1,2,975B,first,4.801,5.982,9.244,13.323,17.134,294.711
1,5,2,975B,first,5.569,9.632,14.722,18.807,25.861,420.084
1,6,2,975B,first,6.694,10.647,15.478,20.114,25.934,455.646
1,8,2,975B,first,5.724,8.946,10.818,15.908,20.359,360.969
1,12,2,975B,first,7.26,10.432,14.702,22.048,23.372,462.108
1,13,2,975B,first,2.981,4.763,7.427,9.679,14.789,220.296
1,16,2,975B,first,3.552,4.934,6.096,9.674,12.918,216.258
1,18,2,975B,first,4.63,6.748,9.674,15.529,20.229,321.843
1,22,2,975B,first,3.048,4.433,7.081,9.118,13.494,209.994
1,25,2,975B,first,3.026,5.345,6.289,10.635,15.056,224.172
1,1,3,975C,first,5.094,7.33,11.166,17.04,21.974,355.548
1,4,3,975C,first,4.019,7.1,9.411,14.114,18.296,298.923
1,6,3,975C,first,4.507,8.52,12.339,18.544,20.651,365.976
1,8,3,975C,first,6.519,7.974,12.333,20.346,28.719,427.86
1,11,3,975C,first,6.86,9.479,14.531,20.482,24.115,442.197
1,15,3,975C,first,8.054,11.383,19.005,24.083,34.103,549.945
1,17,3,975C,first,4.282,7.357,10.278,16.009,21.696,331.182
1,18,3,975C,first,5.474,7.015,9.436,12.682,21.707,322.029
1,21,3,975C,first,8.049,10.88,15.497,20.974,26.156,483.309
1,25,3,975C,first,5.598,7.916,10.769,15.835,21.049,354.237
1,1,4,975E,first,3.452,5.088,7.436,12.471,15.958,249.624
1,4,4,975E,first,1.924,3.694,6.181,8.968,11.844,177.45
1,8,4,975E,first,1.913,3.072,5.89,8.688,11.999,170.592
1,9,4,975E,first,3.109,5.054,6.34,10.525,12.608,215.973
1,12,4,975E,first,2.86,4.337,6.823,10.722,15.066,219.39
1,15,4,975E,first,3.458,5.461,9.589,13.817,22.033,291.171
1,16,4,975E,first,2.987,4.475,9.555,15.891,21.972,290.247
1,20,4,975E,first,0.071,0.053,1.016,1.625,3.146,26.7
1,22,4,975E,first,0.018,0.118,0.454,1.112,2.227,17.1
1,25,4,975E,first,NA,NA,NA,NA,NA,NA
1,2,5,976C,first,6.718,10.362,16.187,22.212,26.62,473.196
1,3,5,976C,first,4.125,6.813,9.822,14.239,18.122,301.485
1,6,5,976C,first,5.002,7.806,10.023,14.123,14.879,311.379
1,9,5,976C,first,5.786,7.259,9.404,10.755,12.482,288.744
1,13,5,976C,first,6.392,9.029,12.992,17.356,19.004,389.154
1,14,5,976C,first,6.534,9.018,12.823,18.63,27.303,422.745
1,16,5,976C,first,4.953,8.479,11.463,15.773,20.742,350.811
1,20,5,976C,first,6.799,9.593,15.507,18.988,27.203,448.122
1,21,5,976C,first,6.766,9.032,14.278,16.853,22.465,409.863
1,24,5,976C,first,5.804,7.936,11.489,18.064,22.592,379.77
1,2,6,977A,first,3.859,4.985,8.383,11.683,16.083,256.44
1,4,6,977A,first,1.371,3.079,5.06,7.355,10.234,144.231
1,7,6,977A,first,2.017,2.916,5.361,7.799,10.205,157.326
1,10,6,977A,first,3.351,5.077,7.661,10.19,14.777,232.164
1,12,6,977A,first,3.448,5.876,8.027,11.121,13.838,243.378
1,15,6,977A,first,1.543,3.196,6.049,9.709,13.199,176.466
1,17,6,977A,first,0.852,2.023,3.717,5.953,10.29,113.808
1,20,6,977A,first,3.537,5.918,10.25,14.87,19.057,296.454
1,22,6,977A,first,1.725,3.247,5.263,7.994,12.828,163.383
1,24,6,977A,first,0.003,0.009,0.848,2.035,3.535,28
1,2,7,977E,first,3.456,5.889,8.171,11.451,17.448,257.25
1,3,7,977E,first,2.292,3.637,5.674,8.656,13.082,181.428
1,7,7,977E,first,2.264,3.925,6.169,9.06,13.171,188.397
1,10,7,977E,first,2.893,4.114,6.591,9.963,12.927,206.184
1,12,7,977E,first,2.297,3.261,6.242,9.427,12.098,184.329
1,13,7,977E,first,3.336,5.399,7.969,11.736,16.124,249.036
1,17,7,977E,first,2.548,4.611,6.997,13.532,17.549,241.707
1,19,7,977E,first,1.92,3.467,6.025,9.787,14.994,189.456
1,23,7,977E,first,1.906,3.076,5.764,9.188,15.9,184.458
1,24,7,977E,first,1.71,3.094,5.271,8.031,11.308,157.95
1,2,8,978A,first,3.867,5.56,9.014,15.015,20.246,296.277
1,4,8,978A,first,0.116,1.376,3.4,5.595,8.444,89.298
1,8,8,978A,first,5.428,8.577,13.23,18.486,23.118,392.532
1,10,8,978A,first,5.144,8.698,13.469,18.407,23.118,389.958
1,13,8,978A,first,5.052,7.511,10.307,13.653,19.625,323.481
1,15,8,978A,first,1.382,2.428,4.861,6.714,9.952,134.604
1,18,8,978A,first,4.458,6.977,11.64,17.898,23.331,355.953
1,20,8,978A,first,3.575,5.577,8.532,11.91,16.303,258.648
1,23,8,978A,first,1.842,2.91,5.774,9.631,13.399,177.717
1,24,8,978A,first,2.187,4.054,6.688,11.014,14.277,206.172
1,3,9,978C,first,4.369,7.141,10.026,16.075,19.204,322.599
1,5,9,978C,first,2.319,3.751,5.8,9.289,13.125,187.2
1,7,9,978C,first,3.628,5.725,9.83,14.708,18.641,291.921
1,9,9,978C,first,3.497,5.374,8.42,13.121,17.842,267.471
1,11,9,978C,first,5.136,7.53,10.889,16.649,19.099,344.745
1,14,9,978C,first,4.85,6.991,10.095,14.691,19.101,320.715
1,17,9,978C,first,3.665,6.344,9.773,14.258,18.666,293.223
1,19,9,978C,first,3.146,5.074,8.806,12.741,18.912,263.652
1,22,9,978C,first,5.514,7.77,10.558,16.06,24.095,361.323
1,23,9,978C,first,3.339,5.175,8.774,12.648,18.721,265.83
1,3,10,978E,first,3.666,6.47,9.97,15.159,21.103,307.893
1,5,10,978E,first,6.577,9.75,13.743,17.811,23.265,416.274
1,6,10,978E,first,2.899,4.614,7.415,11.405,14.634,227.991
1,10,10,978E,first,4.786,9.293,13.546,18.536,22.812,388.476
1,11,10,978E,first,6.355,9.001,13.871,21.888,25.146,439.323
1,14,10,978E,first,4.933,8.506,13.776,19.383,24.809,398.412
1,16,10,978E,first,4.614,7.134,9.78,13.668,20.196,313.29
1,19,10,978E,first,6.135,9.908,15.352,19.537,26.839,441.324
1,21,10,978E,first,4.06,6.319,9.68,13.21,17.272,287.97
1,23,10,978E,first,4.174,7.139,12.097,16.868,22.105,345.549
1,1,1,975A,second,2.428,4.824,8.765,12.614,15.991,241.611
1,5,1,975A,second,0.4,1.038,1.4,2.122,3.131,42.8
1,7,1,975A,second,1.795,4.65,8.291,11.853,14.68,219.729
1,9,1,975A,second,2.037,4.023,7.909,11.118,13.75,210.105
1,11,1,975A,second,2.421,5.328,9.541,14.524,16.135,261.078
1,14,1,975A,second,1.486,3.083,7.334,9.302,13.338,180.618
1,18,1,975A,second,2.167,5.624,10.299,13.817,19.077,268.176
1,19,1,975A,second,2.352,6.017,8.743,13.709,17.749,259.341
1,21,1,975A,second,2.186,5.541,8.036,13.817,16.21,245.784
1,25,1,975A,second,1.445,2.823,5.171,9.194,9.922,154.569
1,1,2,975B,second,1.929,3.667,5.813,8.689,9.029,165.036
1,5,2,975B,second,3.125,6.188,10.989,14.027,19.367,292.2
1,6,2,975B,second,3.68,8.199,13.164,19.177,24.045,370.575
1,8,2,975B,second,1.84,4.561,7.869,11.384,18.528,226.068
1,12,2,975B,second,2.799,5.437,8.774,13.247,16.026,254.811
1,13,2,975B,second,3.139,6.216,11.711,15.166,16.651,295.596
1,16,2,975B,second,3.259,5.39,8.43,14.751,14.667,264.312
1,18,2,975B,second,2.253,5.068,8.234,12.022,15.676,232.767
1,22,2,975B,second,2.255,4.933,8.471,12.312,17.733,241.32
1,25,2,975B,second,1.987,4.218,7.259,11.923,12.752,208.461
1,1,3,975C,second,2.477,4.612,7.912,12.227,16.354,234.723
1,4,3,975C,second,2.494,5.19,8.655,13.964,16.695,254.349
1,6,3,975C,second,1.87,3.992,7.97,11.206,16.256,215.826
1,8,3,975C,second,2.082,5.22,7.532,12.213,15.337,227.031
1,11,3,975C,second,2.614,5.235,9.625,13.438,18.961,265.881
1,15,3,975C,second,3.228,7.006,12.587,17.982,21.729,339.057
1,17,3,975C,second,1.09,2.311,4.023,5.85,6.672,109.5
1,18,3,975C,second,3.221,7.902,12.693,17.745,21.111,341.688
1,21,3,975C,second,3.01,5.959,9.878,15.67,19.525,292.767
1,25,3,975C,second,1.897,3.95,7.248,9.403,12.842,190.587
1,1,4,975E,second,1.952,4.13,7.059,10.606,14.698,204.144
1,4,4,975E,second,2.004,3.753,5.881,9.019,10.762,174.264
1,8,4,975E,second,2.466,4.567,7.945,12.339,16.129,234.483
1,9,4,975E,second,2.252,4.339,7.353,11.861,18.697,231.189
1,12,4,975E,second,1.447,3.366,6.374,8.996,11.063,167.31
1,15,4,975E,second,2.977,5.791,10.194,16.298,21.322,302.319
1,16,4,975E,second,3.585,6.926,10.369,17.545,18.556,318.483
1,20,4,975E,second,1.832,4.364,7.699,10.294,12.229,198.309
1,22,4,975E,second,2.855,6.661,9.404,15.184,15.773,277.638
1,25,4,975E,second,1.223,2.609,4.798,8.471,9.647,142.554
